         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 2686000000  +2               0 1 0 00001010 00001010 00001001 
 2686500000  +1               0 1 1 00001010 00001010 00001001 
 2686500000  +3               0 1 1 00001010 00001010 00001010 
 2687000000  +1               0 1 0 00001011 00001010 00001010 
 2687000000  +2               0 1 0 00001011 00001011 00001010 
 2687500000  +1               0 1 1 00001011 00001011 00001010 
 2687500000  +3               0 1 1 00001011 00001011 00001011 
 2688000000  +1               0 1 0 00000000 00001011 00001011 
 2688000000  +2               0 1 0 00000000 00000000 00001011 
 2688500000  +1               0 1 1 00000000 00000000 00001011 
 2688500000  +3               0 1 1 00000000 00000000 00000000 
 2689000000  +1               0 1 0 00000001 00000000 00000000 
 2689000000  +2               0 1 0 00000001 00000001 00000000 
 2689500000  +1               0 1 1 00000001 00000001 00000000 
 2689500000  +3               0 1 1 00000001 00000001 00000001 
 2690000000  +1               0 1 0 00000010 00000001 00000001 
 2690000000  +2               0 1 0 00000010 00000010 00000001 
 2690500000  +1               0 1 1 00000010 00000010 00000001 
 2690500000  +3               0 1 1 00000010 00000010 00000010 
 2691000000  +1               0 1 0 00000011 00000010 00000010 
 2691000000  +2               0 1 0 00000011 00000011 00000010 
 2691500000  +1               0 1 1 00000011 00000011 00000010 
 2691500000  +3               0 1 1 00000011 00000011 00000011 
 2692000000  +1               0 1 0 00000100 00000011 00000011 
 2692000000  +2               0 1 0 00000100 00000100 00000011 
 2692500000  +1               0 1 1 00000100 00000100 00000011 
 2692500000  +3               0 1 1 00000100 00000100 00000100 
 2693000000  +1               0 1 0 00000101 00000100 00000100 
 2693000000  +2               0 1 0 00000101 00000101 00000100 
 2693500000  +1               0 1 1 00000101 00000101 00000100 
 2693500000  +3               0 1 1 00000101 00000101 00000101 
 2694000000  +1               0 1 0 00000110 00000101 00000101 
 2694000000  +2               0 1 0 00000110 00000110 00000101 
 2694500000  +1               0 1 1 00000110 00000110 00000101 
 2694500000  +3               0 1 1 00000110 00000110 00000110 
 2695000000  +1               0 1 0 00000111 00000110 00000110 
 2695000000  +2               0 1 0 00000111 00000111 00000110 
 2695500000  +1               0 1 1 00000111 00000111 00000110 
 2695500000  +3               0 1 1 00000111 00000111 00000111 
 2696000000  +1               0 1 0 00001000 00000111 00000111 
 2696000000  +2               0 1 0 00001000 00001000 00000111 
 2696500000  +1               0 1 1 00001000 00001000 00000111 
 2696500000  +3               0 1 1 00001000 00001000 00001000 
 2697000000  +1               0 1 0 00001001 00001000 00001000 
 2697000000  +2               0 1 0 00001001 00001001 00001000 
 2697500000  +1               0 1 1 00001001 00001001 00001000 
 2697500000  +3               0 1 1 00001001 00001001 00001001 
 2698000000  +1               0 1 0 00001010 00001001 00001001 
 2698000000  +2               0 1 0 00001010 00001010 00001001 
 2698500000  +1               0 1 1 00001010 00001010 00001001 
 2698500000  +3               0 1 1 00001010 00001010 00001010 
 2699000000  +1               0 1 0 00001011 00001010 00001010 
 2699000000  +2               0 1 0 00001011 00001011 00001010 
 2699500000  +1               0 1 1 00001011 00001011 00001010 
 2699500000  +3               0 1 1 00001011 00001011 00001011 
 2700000000  +1               0 1 0 00000000 00001011 00001011 
 2700000000  +2               0 1 0 00000000 00000000 00001011 
 2700500000  +1               0 1 1 00000000 00000000 00001011 
 2700500000  +3               0 1 1 00000000 00000000 00000000 
 2701000000  +1               0 1 0 00000001 00000000 00000000 
 2701000000  +2               0 1 0 00000001 00000001 00000000 
 2701500000  +1               0 1 1 00000001 00000001 00000000 
 2701500000  +3               0 1 1 00000001 00000001 00000001 
 2702000000  +1               0 1 0 00000010 00000001 00000001 
 2702000000  +2               0 1 0 00000010 00000010 00000001 
 2702500000  +1               0 1 1 00000010 00000010 00000001 
 2702500000  +3               0 1 1 00000010 00000010 00000010 
 2703000000  +1               0 1 0 00000011 00000010 00000010 
 2703000000  +2               0 1 0 00000011 00000011 00000010 
 2703500000  +1               0 1 1 00000011 00000011 00000010 
 2703500000  +3               0 1 1 00000011 00000011 00000011 
 2704000000  +1               0 1 0 00000100 00000011 00000011 
 2704000000  +2               0 1 0 00000100 00000100 00000011 
 2704500000  +1               0 1 1 00000100 00000100 00000011 
 2704500000  +3               0 1 1 00000100 00000100 00000100 
 2705000000  +1               0 1 0 00000101 00000100 00000100 
 2705000000  +2               0 1 0 00000101 00000101 00000100 
 2705500000  +1               0 1 1 00000101 00000101 00000100 
 2705500000  +3               0 1 1 00000101 00000101 00000101 
 2706000000  +1               0 1 0 00000110 00000101 00000101 
 2706000000  +2               0 1 0 00000110 00000110 00000101 
 2706500000  +1               0 1 1 00000110 00000110 00000101 
 2706500000  +3               0 1 1 00000110 00000110 00000110 
 2707000000  +1               0 1 0 00000111 00000110 00000110 
 2707000000  +2               0 1 0 00000111 00000111 00000110 
 2707500000  +1               0 1 1 00000111 00000111 00000110 
 2707500000  +3               0 1 1 00000111 00000111 00000111 
 2708000000  +1               0 1 0 00001000 00000111 00000111 
 2708000000  +2               0 1 0 00001000 00001000 00000111 
 2708500000  +1               0 1 1 00001000 00001000 00000111 
 2708500000  +3               0 1 1 00001000 00001000 00001000 
 2709000000  +1               0 1 0 00001001 00001000 00001000 
 2709000000  +2               0 1 0 00001001 00001001 00001000 
 2709500000  +1               0 1 1 00001001 00001001 00001000 
 2709500000  +3               0 1 1 00001001 00001001 00001001 
 2710000000  +1               0 1 0 00001010 00001001 00001001 
 2710000000  +2               0 1 0 00001010 00001010 00001001 
 2710500000  +1               0 1 1 00001010 00001010 00001001 
 2710500000  +3               0 1 1 00001010 00001010 00001010 
 2711000000  +1               0 1 0 00001011 00001010 00001010 
 2711000000  +2               0 1 0 00001011 00001011 00001010 
 2711500000  +1               0 1 1 00001011 00001011 00001010 
 2711500000  +3               0 1 1 00001011 00001011 00001011 
 2712000000  +1               0 1 0 00000000 00001011 00001011 
 2712000000  +2               0 1 0 00000000 00000000 00001011 
 2712500000  +1               0 1 1 00000000 00000000 00001011 
 2712500000  +3               0 1 1 00000000 00000000 00000000 
 2713000000  +1               0 1 0 00000001 00000000 00000000 
 2713000000  +2               0 1 0 00000001 00000001 00000000 
 2713500000  +1               0 1 1 00000001 00000001 00000000 
 2713500000  +3               0 1 1 00000001 00000001 00000001 
 2714000000  +1               0 1 0 00000010 00000001 00000001 
 2714000000  +2               0 1 0 00000010 00000010 00000001 
 2714500000  +1               0 1 1 00000010 00000010 00000001 
 2714500000  +3               0 1 1 00000010 00000010 00000010 
 2715000000  +1               0 1 0 00000011 00000010 00000010 
 2715000000  +2               0 1 0 00000011 00000011 00000010 
 2715500000  +1               0 1 1 00000011 00000011 00000010 
 2715500000  +3               0 1 1 00000011 00000011 00000011 
 2716000000  +1               0 1 0 00000100 00000011 00000011 
 2716000000  +2               0 1 0 00000100 00000100 00000011 
 2716500000  +1               0 1 1 00000100 00000100 00000011 
 2716500000  +3               0 1 1 00000100 00000100 00000100 
 2717000000  +1               0 1 0 00000101 00000100 00000100 
 2717000000  +2               0 1 0 00000101 00000101 00000100 
 2717500000  +1               0 1 1 00000101 00000101 00000100 
 2717500000  +3               0 1 1 00000101 00000101 00000101 
 2718000000  +1               0 1 0 00000110 00000101 00000101 
 2718000000  +2               0 1 0 00000110 00000110 00000101 
 2718500000  +1               0 1 1 00000110 00000110 00000101 
 2718500000  +3               0 1 1 00000110 00000110 00000110 
 2719000000  +1               0 1 0 00000111 00000110 00000110 
 2719000000  +2               0 1 0 00000111 00000111 00000110 
 2719500000  +1               0 1 1 00000111 00000111 00000110 
 2719500000  +3               0 1 1 00000111 00000111 00000111 
 2720000000  +1               0 1 0 00001000 00000111 00000111 
 2720000000  +2               0 1 0 00001000 00001000 00000111 
 2720500000  +1               0 1 1 00001000 00001000 00000111 
 2720500000  +3               0 1 1 00001000 00001000 00001000 
 2721000000  +1               0 1 0 00001001 00001000 00001000 
 2721000000  +2               0 1 0 00001001 00001001 00001000 
 2721500000  +1               0 1 1 00001001 00001001 00001000 
 2721500000  +3               0 1 1 00001001 00001001 00001001 
 2722000000  +1               0 1 0 00001010 00001001 00001001 
 2722000000  +2               0 1 0 00001010 00001010 00001001 
 2722500000  +1               0 1 1 00001010 00001010 00001001 
 2722500000  +3               0 1 1 00001010 00001010 00001010 
 2723000000  +1               0 1 0 00001011 00001010 00001010 
 2723000000  +2               0 1 0 00001011 00001011 00001010 
 2723500000  +1               0 1 1 00001011 00001011 00001010 
 2723500000  +3               0 1 1 00001011 00001011 00001011 
 2724000000  +1               0 1 0 00000000 00001011 00001011 
 2724000000  +2               0 1 0 00000000 00000000 00001011 
 2724500000  +1               0 1 1 00000000 00000000 00001011 
 2724500000  +3               0 1 1 00000000 00000000 00000000 
 2725000000  +1               0 1 0 00000001 00000000 00000000 
 2725000000  +2               0 1 0 00000001 00000001 00000000 
 2725500000  +1               0 1 1 00000001 00000001 00000000 
 2725500000  +3               0 1 1 00000001 00000001 00000001 
 2726000000  +1               0 1 0 00000010 00000001 00000001 
 2726000000  +2               0 1 0 00000010 00000010 00000001 
 2726500000  +1               0 1 1 00000010 00000010 00000001 
 2726500000  +3               0 1 1 00000010 00000010 00000010 
 2727000000  +1               0 1 0 00000011 00000010 00000010 
 2727000000  +2               0 1 0 00000011 00000011 00000010 
 2727500000  +1               0 1 1 00000011 00000011 00000010 
 2727500000  +3               0 1 1 00000011 00000011 00000011 
 2728000000  +1               0 1 0 00000100 00000011 00000011 
 2728000000  +2               0 1 0 00000100 00000100 00000011 
 2728500000  +1               0 1 1 00000100 00000100 00000011 
 2728500000  +3               0 1 1 00000100 00000100 00000100 
 2729000000  +1               0 1 0 00000101 00000100 00000100 
 2729000000  +2               0 1 0 00000101 00000101 00000100 
 2729500000  +1               0 1 1 00000101 00000101 00000100 
 2729500000  +3               0 1 1 00000101 00000101 00000101 
 2730000000  +1               0 1 0 00000110 00000101 00000101 
 2730000000  +2               0 1 0 00000110 00000110 00000101 
 2730500000  +1               0 1 1 00000110 00000110 00000101 
 2730500000  +3               0 1 1 00000110 00000110 00000110 
 2731000000  +1               0 1 0 00000111 00000110 00000110 
 2731000000  +2               0 1 0 00000111 00000111 00000110 
 2731500000  +1               0 1 1 00000111 00000111 00000110 
 2731500000  +3               0 1 1 00000111 00000111 00000111 
 2732000000  +1               0 1 0 00001000 00000111 00000111 
 2732000000  +2               0 1 0 00001000 00001000 00000111 
 2732500000  +1               0 1 1 00001000 00001000 00000111 
 2732500000  +3               0 1 1 00001000 00001000 00001000 
 2733000000  +1               0 1 0 00001001 00001000 00001000 
 2733000000  +2               0 1 0 00001001 00001001 00001000 
 2733500000  +1               0 1 1 00001001 00001001 00001000 
 2733500000  +3               0 1 1 00001001 00001001 00001001 
 2734000000  +1               0 1 0 00001010 00001001 00001001 
 2734000000  +2               0 1 0 00001010 00001010 00001001 
 2734500000  +1               0 1 1 00001010 00001010 00001001 
 2734500000  +3               0 1 1 00001010 00001010 00001010 
 2735000000  +1               0 1 0 00001011 00001010 00001010 
 2735000000  +2               0 1 0 00001011 00001011 00001010 
 2735500000  +1               0 1 1 00001011 00001011 00001010 
 2735500000  +3               0 1 1 00001011 00001011 00001011 
 2736000000  +1               0 1 0 00000000 00001011 00001011 
 2736000000  +2               0 1 0 00000000 00000000 00001011 
 2736500000  +1               0 1 1 00000000 00000000 00001011 
 2736500000  +3               0 1 1 00000000 00000000 00000000 
 2737000000  +1               0 1 0 00000001 00000000 00000000 
 2737000000  +2               0 1 0 00000001 00000001 00000000 
 2737500000  +1               0 1 1 00000001 00000001 00000000 
 2737500000  +3               0 1 1 00000001 00000001 00000001 
